,fid,id,Planeamien,PATRICOVA.,PATRICOV_1,Planeami_1,PATFOR. De,Planeami_2,Plan Gener,Catálogo,Catálogo.,Catálog_1,Clasificac,Zonificaci,Dotaciones,Afecciones,Afeccion_1,Infraestru,Red Natura,Infraest_1,Vías pecu,DIC_TIPO,DIC_TIPO_2,DIC_DES,DIC_DES_2,Normativa,Normativ_1,Normativ_2
493,494,03055A00300078,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,"ZRP-NA-MU. Zona rural protegida municipal (forestal, paisajística o ambiental)",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Agrícola,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
495,496,03055A00300079,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,"ZRP-NA-MU. Zona rural protegida municipal (forestal, paisajística o ambiental)",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Agrícola,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
496,497,03055A00300080,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,"ZRP-NA-MU. Zona rural protegida municipal (forestal, paisajística o ambiental)",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Agrícola,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
498,499,03055A00300081,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
499,500,03055A00300082,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
500,501,03055A00300083,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,"ZRP-NA-MU. Zona rural protegida municipal (forestal, paisajística o ambiental)",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Agrícola,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
502,503,03055A00300084,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
503,504,03055A00300085,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
504,505,03055A00300086,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
505,506,03055A00300087,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
506,507,03055A00300088,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
507,508,03055A00300089,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
508,509,03055A00300090,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
509,510,03055A00300091,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
510,511,03055A00300092,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
511,512,03055A00300093,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
512,513,03055A00300094,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
513,514,03055A00300095,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
514,515,03055A00300096,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
515,516,03055A00300097,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
516,517,03055A00300098,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
517,518,03055A00300099,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
518,519,03055A00300100,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
519,520,03055A00300101,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
520,521,03055A00300102,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
